,Date,Time,NOx.GT,PT08.S3.NOx,NO2.GT,PT08.S4.NO2,T,RH,AH
179,18/03/2004,05.00.00,37.0,1293.0,57.0,1307.0,12.0,58.9,0.8233
180,18/03/2004,06.00.00,68.0,1251.0,71.0,1333.0,10.9,62.1,0.8113
181,18/03/2004,07.00.00,139.0,1005.0,85.0,1551.0,10.6,63.3,0.8067
182,18/03/2004,08.00.00,339.0,667.0,124.0,2094.0,11.5,60.0,0.8117
183,18/03/2004,09.00.00,421.0,541.0,151.0,2468.0,14.3,50.6,0.8186
184,18/03/2004,10.00.00,349.0,686.0,150.0,2010.0,17.8,40.5,0.821
185,18/03/2004,11.00.00,224.0,831.0,152.0,1752.0,20.8,34.4,0.8365
186,18/03/2004,12.00.00,171.0,899.0,139.0,1663.0,23.8,28.2,0.8219
187,18/03/2004,13.00.00,149.0,891.0,133.0,1648.0,24.2,28.7,0.8515
188,18/03/2004,14.00.00,137.0,901.0,126.0,1660.0,25.2,24.9,0.7829
189,18/03/2004,15.00.00,149.0,934.0,128.0,1639.0,27.0,17.8,0.6275
190,18/03/2004,16.00.00,172.0,822.0,169.0,1767.0,27.1,23.1,0.818
191,18/03/2004,17.00.00,166.0,873.0,149.0,1689.0,25.8,23.9,0.7832
192,18/03/2004,18.00.00,214.0,764.0,156.0,1957.0,23.0,26.8,0.7446
193,18/03/2004,19.00.00,280.0,683.0,168.0,2118.0,20.7,31.1,0.7523
194,18/03/2004,20.00.00,276.0,684.0,176.0,2051.0,18.6,36.2,0.7676
195,18/03/2004,21.00.00,178.0,814.0,135.0,1732.0,16.0,48.4,0.8768
196,18/03/2004,22.00.00,129.0,885.0,121.0,1621.0,14.5,57.8,0.9456
197,18/03/2004,23.00.00,95.0,948.0,99.0,1545.0,13.1,64.2,0.9606
198,19/03/2004,00.00.00,126.0,918.0,106.0,1606.0,12.0,69.7,0.9735
199,19/03/2004,01.00.00,103.0,1021.0,96.0,1501.0,11.9,71.1,0.9915
200,19/03/2004,02.00.00,48.0,1229.0,63.0,1380.0,12.5,69.3,1.0029
201,19/03/2004,03.00.00,-200.0,1382.0,-200.0,1301.0,12.5,67.5,0.9768
202,19/03/2004,04.00.00,20.0,1440.0,32.0,1280.0,12.3,67.7,0.9665
203,19/03/2004,05.00.00,18.0,1620.0,28.0,1260.0,12.5,66.8,0.962
204,19/03/2004,06.00.00,56.0,1373.0,61.0,1324.0,12.3,66.3,0.9487
205,19/03/2004,07.00.00,115.0,1054.0,99.0,1539.0,12.4,64.9,0.9332
206,19/03/2004,08.00.00,320.0,671.0,157.0,2144.0,13.0,61.6,0.9209
207,19/03/2004,09.00.00,357.0,575.0,166.0,2456.0,13.6,58.8,0.912
208,19/03/2004,10.00.00,253.0,701.0,149.0,1980.0,13.9,57.1,0.9032
209,19/03/2004,11.00.00,218.0,759.0,135.0,1879.0,14.5,54.4,0.8917
210,19/03/2004,12.00.00,192.0,813.0,127.0,1751.0,15.5,50.1,0.8744
211,19/03/2004,13.00.00,176.0,793.0,122.0,1801.0,16.1,47.6,0.8655
212,19/03/2004,14.00.00,198.0,771.0,135.0,1875.0,16.3,47.1,0.864
213,19/03/2004,15.00.00,212.0,724.0,139.0,1957.0,16.4,47.5,0.8791
214,19/03/2004,16.00.00,249.0,708.0,147.0,1955.0,16.1,50.2,0.9094
215,19/03/2004,17.00.00,270.0,690.0,158.0,2005.0,16.0,50.7,0.9142
216,19/03/2004,18.00.00,231.0,704.0,146.0,1952.0,15.8,50.3,0.8989
217,19/03/2004,19.00.00,251.0,677.0,144.0,1997.0,15.5,50.6,0.884
218,19/03/2004,20.00.00,210.0,698.0,138.0,1942.0,15.4,51.4,0.8956
219,19/03/2004,21.00.00,249.0,748.0,143.0,1854.0,15.2,53.1,0.9117
220,19/03/2004,22.00.00,143.0,904.0,116.0,1604.0,14.7,57.6,0.9573
221,19/03/2004,23.00.00,127.0,948.0,109.0,1547.0,14.2,58.3,0.938
222,20/03/2004,00.00.00,104.0,1064.0,92.0,1447.0,13.8,57.9,0.9085
223,20/03/2004,01.00.00,86.0,1105.0,83.0,1429.0,13.9,55.9,0.8842
224,20/03/2004,02.00.00,74.0,1182.0,81.0,1382.0,13.9,55.6,0.8765
225,20/03/2004,03.00.00,-200.0,1252.0,-200.0,1359.0,13.8,55.1,0.8666
226,20/03/2004,04.00.00,44.0,1308.0,55.0,1332.0,13.8,54.6,0.8574
227,20/03/2004,05.00.00,42.0,1260.0,53.0,1351.0,13.6,55.1,0.856
228,20/03/2004,06.00.00,63.0,1317.0,67.0,1342.0,13.6,59.0,0.9129
229,20/03/2004,07.00.00,115.0,1161.0,91.0,1461.0,13.5,58.4,0.896
230,20/03/2004,08.00.00,170.0,902.0,113.0,1623.0,13.8,58.0,0.9083
231,20/03/2004,09.00.00,147.0,834.0,102.0,1689.0,14.6,53.1,0.8765
232,20/03/2004,10.00.00,166.0,776.0,107.0,1764.0,15.0,52.3,0.8881
233,20/03/2004,11.00.00,195.0,768.0,113.0,1768.0,15.4,52.1,0.9046
234,20/03/2004,12.00.00,182.0,782.0,108.0,1757.0,16.3,50.0,0.9158
235,20/03/2004,13.00.00,168.0,809.0,105.0,1735.0,17.1,47.9,0.9281
236,20/03/2004,14.00.00,125.0,900.0,93.0,1636.0,19.0,42.9,0.937
237,20/03/2004,15.00.00,95.0,980.0,87.0,1573.0,19.5,42.3,0.9476
238,20/03/2004,16.00.00,79.0,1036.0,76.0,1539.0,19.5,42.3,0.9493
239,20/03/2004,17.00.00,119.0,930.0,94.0,1649.0,19.1,43.8,0.9556
240,20/03/2004,18.00.00,142.0,856.0,110.0,1774.0,18.5,46.3,0.9744
241,20/03/2004,19.00.00,215.0,734.0,136.0,1919.0,17.4,51.6,1.0159
242,20/03/2004,20.00.00,229.0,733.0,139.0,1885.0,17.1,51.3,0.9914
243,20/03/2004,21.00.00,206.0,785.0,125.0,1820.0,16.4,53.8,0.9964
244,20/03/2004,22.00.00,147.0,864.0,111.0,1712.0,16.2,55.4,1.0132
245,20/03/2004,23.00.00,122.0,905.0,97.0,1672.0,15.9,57.7,1.0356
246,21/03/2004,00.00.00,175.0,835.0,107.0,1714.0,15.7,58.6,1.0396
247,21/03/2004,01.00.00,133.0,941.0,90.0,1577.0,15.1,60.9,1.0398
248,21/03/2004,02.00.00,89.0,1004.0,84.0,1526.0,15.6,56.6,0.9951
249,21/03/2004,03.00.00,-200.0,987.0,-200.0,1554.0,15.2,57.9,0.9941
250,21/03/2004,04.00.00,85.0,1029.0,87.0,1539.0,15.4,57.8,1.0021
251,21/03/2004,05.00.00,55.0,1136.0,66.0,1461.0,14.9,60.6,1.0196
252,21/03/2004,06.00.00,24.0,1300.0,36.0,1390.0,14.5,63.0,1.0316
253,21/03/2004,07.00.00,72.0,1143.0,62.0,1492.0,14.2,66.2,1.063
254,21/03/2004,08.00.00,122.0,1062.0,91.0,1528.0,14.5,65.3,1.0704
255,21/03/2004,09.00.00,111.0,996.0,89.0,1560.0,15.3,62.1,1.073
256,21/03/2004,10.00.00,123.0,914.0,93.0,1633.0,16.3,59.0,1.0868
257,21/03/2004,11.00.00,106.0,911.0,81.0,1646.0,18.9,49.6,1.07
258,21/03/2004,12.00.00,103.0,953.0,82.0,1617.0,19.4,46.1,1.0249
259,21/03/2004,13.00.00,102.0,981.0,80.0,1568.0,20.8,41.6,1.0091
260,21/03/2004,14.00.00,48.0,1144.0,48.0,1507.0,21.4,40.3,1.0126
261,21/03/2004,15.00.00,63.0,962.0,61.0,1669.0,21.2,39.3,0.9791
262,21/03/2004,16.00.00,98.0,1060.0,89.0,1506.0,20.3,38.0,0.8942
263,21/03/2004,17.00.00,132.0,961.0,105.0,1607.0,19.4,41.3,0.9206
264,21/03/2004,18.00.00,173.0,769.0,116.0,1874.0,18.5,43.8,0.9252
265,21/03/2004,19.00.00,185.0,823.0,119.0,1744.0,17.8,48.1,0.9689
266,21/03/2004,20.00.00,266.0,769.0,144.0,1840.0,17.9,46.9,0.952
267,21/03/2004,21.00.00,188.0,883.0,123.0,1673.0,17.4,49.1,0.9688
268,21/03/2004,22.00.00,122.0,933.0,105.0,1594.0,17.0,51.7,0.9914
269,21/03/2004,23.00.00,112.0,920.0,93.0,1624.0,16.4,55.1,1.0198
270,22/03/2004,00.00.00,93.0,995.0,86.0,1582.0,16.1,60.0,1.0919
271,22/03/2004,01.00.00,74.0,1050.0,76.0,1547.0,15.8,60.5,1.0805
272,22/03/2004,02.00.00,23.0,1417.0,33.0,1355.0,16.3,57.0,1.0491
273,22/03/2004,03.00.00,-200.0,1813.0,-200.0,1274.0,16.9,53.9,1.0309
274,22/03/2004,04.00.00,17.0,1756.0,27.0,1304.0,16.1,55.9,1.0153
275,22/03/2004,05.00.00,15.0,1786.0,23.0,1278.0,16.5,53.9,1.0049
276,22/03/2004,06.00.00,41.0,1480.0,46.0,1373.0,16.4,54.0,0.9979
277,22/03/2004,07.00.00,86.0,1072.0,76.0,1538.0,15.7,57.6,1.0195
278,22/03/2004,08.00.00,226.0,732.0,116.0,1996.0,15.8,53.7,0.9571
279,22/03/2004,09.00.00,214.0,711.0,115.0,1962.0,17.4,42.1,0.8281
280,22/03/2004,10.00.00,115.0,1032.0,83.0,1484.0,17.9,38.4,0.7793
281,22/03/2004,11.00.00,124.0,1026.0,87.0,1509.0,18.5,36.7,0.7764
282,22/03/2004,12.00.00,122.0,947.0,90.0,1577.0,21.0,29.6,0.7263
283,22/03/2004,13.00.00,107.0,955.0,87.0,1599.0,21.3,28.1,0.7067
284,22/03/2004,14.00.00,133.0,952.0,99.0,1607.0,21.3,26.1,0.6539
285,22/03/2004,15.00.00,130.0,965.0,99.0,1574.0,21.3,26.8,0.6681
286,22/03/2004,16.00.00,150.0,964.0,101.0,1544.0,21.3,24.2,0.606
287,22/03/2004,17.00.00,138.0,928.0,103.0,1606.0,20.2,28.5,0.6682
288,22/03/2004,18.00.00,213.0,720.0,129.0,1932.0,17.0,43.1,0.8264
289,22/03/2004,19.00.00,232.0,678.0,143.0,1993.0,15.6,47.4,0.8347
290,22/03/2004,20.00.00,238.0,678.0,146.0,1965.0,15.3,47.4,0.8178
291,22/03/2004,21.00.00,180.0,775.0,124.0,1758.0,14.5,49.7,0.8177
292,22/03/2004,22.00.00,128.0,920.0,113.0,1561.0,13.9,52.0,0.8231
293,22/03/2004,23.00.00,65.0,1142.0,80.0,1370.0,14.5,49.4,0.8106
294,23/03/2004,00.00.00,53.0,1204.0,72.0,1359.0,13.8,51.4,0.8071
295,23/03/2004,01.00.00,47.0,1271.0,64.0,1309.0,14.0,51.3,0.8163
296,23/03/2004,02.00.00,51.0,1298.0,70.0,1330.0,13.0,56.8,0.8444
297,23/03/2004,03.00.00,-200.0,1522.0,-200.0,1285.0,11.0,70.0,0.9215
298,23/03/2004,04.00.00,20.0,1701.0,31.0,1261.0,10.1,76.8,0.9483
299,23/03/2004,05.00.00,13.0,1908.0,22.0,1212.0,8.8,80.5,0.9147
300,23/03/2004,06.00.00,33.0,1542.0,47.0,1287.0,9.6,75.4,0.9004
301,23/03/2004,07.00.00,103.0,1178.0,88.0,1429.0,9.8,75.0,0.9093
302,23/03/2004,08.00.00,224.0,851.0,130.0,1829.0,10.0,74.2,0.9117
303,23/03/2004,09.00.00,244.0,684.0,132.0,2095.0,11.2,69.7,0.9232
304,23/03/2004,10.00.00,237.0,760.0,132.0,1857.0,12.0,62.9,0.8803
305,23/03/2004,11.00.00,220.0,792.0,131.0,1794.0,12.8,55.8,0.821
